tourney_id,tourney_name,tourney_date,surface,winner,country_winner,loser,country_loser,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,aces
2018-0568,St. Petersburg,20180917,Hard,"Struff, Jan Lennard",GER,"Rublev, Andrey",RUS,6-4 7-6(6),3,R32,68.0,18.0,3.0,65.0,42.0,37.0,14.0,11.0,0.0,0.0,9.0,2.0,60.0,37.0,31.0,15.0,11.0,1.0,2.0,50.0,980.0,69.0,795.0,16.0
2018-7696,Next Gen Finals,20181105,Hard,"Tsitsipas, Stefanos",GRE,"Rublev, Andrey",RUS,4-3(3) 3-4(5) 4-0 2-4 4-3(2),3,SF,128.0,10.0,1.0,94.0,64.0,50.0,14.0,14.0,3.0,6.0,7.0,2.0,95.0,57.0,43.0,17.0,14.0,3.0,7.0,15.0,2095.0,68.0,760.0,5.0
2018-0410,Monte Carlo Masters,20180416,Clay,"Thiem, Dominic",AUT,"Rublev, Andrey",RUS,5-7 7-5 7-5,3,R32,160.0,5.0,3.0,121.0,77.0,52.0,25.0,18.0,7.0,10.0,2.0,4.0,121.0,90.0,57.0,16.0,18.0,9.0,13.0,7.0,3665.0,33.0,1378.0,2.0
2018-0337,Vienna,20181022,Hard,"Kukushkin, Mikhail",KAZ,"Rublev, Andrey",RUS,7-6(4) 6-4,3,R16,105.0,1.0,2.0,74.0,48.0,33.0,14.0,11.0,0.0,2.0,10.0,10.0,69.0,39.0,32.0,11.0,11.0,1.0,4.0,71.0,750.0,76.0,715.0,1.0
2018-0439,Umag,20180716,Clay,"Haase, Robin",NED,"Rublev, Andrey",RUS,6-3 7-6(6),3,QF,98.0,9.0,2.0,78.0,37.0,30.0,21.0,11.0,6.0,7.0,3.0,1.0,73.0,49.0,32.0,10.0,10.0,8.0,10.0,38.0,1110.0,35.0,1211.0,6.0
2018-M004,Acapulco,20180226,Hard,"Ferrer, David",ESP,"Rublev, Andrey",RUS,6-4 6-3,3,R32,83.0,0.0,2.0,66.0,32.0,25.0,18.0,10.0,2.0,4.0,2.0,2.0,55.0,30.0,18.0,12.0,9.0,7.0,11.0,39.0,1280.0,32.0,1433.0,0.0
2018-5014,Shanghai Masters,20181008,Hard,"Bautista Agut, Roberto",ESP,"Rublev, Andrey",RUS,6-3 6-4,3,R64,98.0,6.0,2.0,62.0,33.0,17.0,20.0,10.0,2.0,4.0,7.0,5.0,82.0,45.0,32.0,11.0,9.0,8.0,12.0,28.0,1570.0,73.0,750.0,4.0
2018-M015,Beijing,20181001,Hard,"Fognini, Fabio",ITA,"Rublev, Andrey",RUS,6-4 6-3,3,R16,67.0,7.0,0.0,54.0,39.0,29.0,10.0,9.0,3.0,3.0,4.0,1.0,49.0,25.0,20.0,11.0,10.0,0.0,3.0,13.0,2225.0,68.0,795.0,6.0
2018-0375,Montpellier,20180205,Hard,"Tsonga, Jo Wilfried",FRA,"Rublev, Andrey",RUS,6-4 7-6(1),3,QF,109.0,13.0,1.0,81.0,46.0,34.0,20.0,11.0,4.0,5.0,4.0,11.0,90.0,55.0,38.0,14.0,11.0,7.0,9.0,19.0,2050.0,36.0,1310.0,7.0
2018-0421,Canada Masters,20180806,Hard,"Donskoy, Evgeny",RUS,"Rublev, Andrey",RUS,7-6(7) 6-4,3,R64,112.0,8.0,3.0,96.0,58.0,43.0,18.0,11.0,7.0,8.0,11.0,1.0,85.0,47.0,35.0,18.0,11.0,6.0,8.0,87.0,688.0,37.0,1180.0,4.0
2018-M-DC-2018-G1-EPA-M-AUT-RUS-01,Davis Cup G1 R2: AUT vs RUS,20180406,Hard,"Novak, Dennis",AUT,"Rublev, Andrey",RUS,7-6(5) 6-4,3,RR,90.0,6.0,3.0,85.0,61.0,46.0,8.0,11.0,5.0,7.0,4.0,0.0,71.0,46.0,31.0,13.0,11.0,4.0,7.0,195.0,294.0,35.0,1378.0,4.0
2018-560,Us Open,20180827,Hard,"Chardy, Jeremy",FRA,"Rublev, Andrey",RUS,6-2 4-6 6-4 6-1,5,R128,148.0,12.0,13.0,118.0,70.0,55.0,21.0,18.0,8.0,11.0,5.0,13.0,112.0,57.0,41.0,18.0,17.0,7.0,14.0,46.0,1040.0,38.0,1145.0,5.0
2018-M024,Cincinnati Masters,20180813,Hard,"Nishikori, Kei",JPN,"Rublev, Andrey",RUS,7-5 6-3,3,R64,92.0,3.0,5.0,76.0,41.0,30.0,19.0,11.0,4.0,6.0,4.0,4.0,54.0,28.0,19.0,9.0,10.0,2.0,6.0,23.0,1710.0,37.0,1180.0,2.0
2018-M006,Indian Wells Masters,20180305,Hard,"Fritz, Taylor Harry",USA,"Rublev, Andrey",RUS,6-4 7-6(4),3,R64,93.0,9.0,0.0,78.0,49.0,33.0,11.0,11.0,3.0,6.0,1.0,6.0,71.0,41.0,28.0,10.0,11.0,4.0,8.0,74.0,714.0,31.0,1433.0,6.0
2018-M007,Miami Masters,20180319,Hard,"Pospisil, Vasek",CAN,"Rublev, Andrey",RUS,7-6(5) 6-4,3,R64,108.0,4.0,6.0,83.0,45.0,31.0,22.0,11.0,7.0,9.0,1.0,6.0,79.0,50.0,31.0,17.0,11.0,6.0,9.0,77.0,687.0,34.0,1393.0,2.0
2018-6242,Winston Salem,20180820,Hard,"Munar, Jaume",ESP,"Rublev, Andrey",RUS,6-3 6-2,3,R32,60.0,8.0,2.0,54.0,36.0,28.0,11.0,9.0,1.0,1.0,4.0,7.0,49.0,18.0,15.0,13.0,8.0,1.0,4.0,85.0,656.0,37.0,1145.0,8.0
2018-560,Us Open,20180827,Hard,"De Minaur, Alex",AUS,"Daniel, Taro",JPN,6-0 6-1 6-2,5,R128,89.0,8.0,1.0,58.0,37.0,30.0,16.0,11.0,1.0,1.0,1.0,5.0,66.0,28.0,14.0,13.0,10.0,3.0,10.0,45.0,1043.0,64.0,834.0,5.0
2018-6967,Shenzhen,20180924,Hard,"Verdasco, Fernando",ESP,"Daniel, Taro",JPN,3-6 6-2 7-5,3,R16,112.0,12.0,2.0,70.0,47.0,40.0,12.0,14.0,1.0,3.0,3.0,4.0,88.0,62.0,42.0,13.0,15.0,2.0,6.0,28.0,1375.0,74.0,743.0,6.0
2018-0439,Umag,20180716,Clay,"Pella, Guido",ARG,"Daniel, Taro",JPN,1-6 6-3 6-3,3,R32,125.0,6.0,1.0,68.0,39.0,28.0,15.0,12.0,3.0,6.0,4.0,1.0,89.0,48.0,34.0,17.0,13.0,12.0,16.0,72.0,780.0,89.0,668.0,3.0
2018-M004,Acapulco,20180226,Hard,"Lopez, Feliciano",ESP,"Daniel, Taro",JPN,4-6 6-3 6-4,3,R32,135.0,18.0,1.0,85.0,49.0,40.0,19.0,15.0,4.0,6.0,6.0,7.0,104.0,53.0,37.0,25.0,14.0,12.0,15.0,38.0,1295.0,107.0,529.0,8.0
2018-0329,Tokyo,20181001,Hard,"Tsitsipas, Stefanos",GRE,"Daniel, Taro",JPN,6-1 6-3,3,R32,75.0,5.0,2.0,47.0,29.0,25.0,9.0,8.0,1.0,1.0,3.0,1.0,62.0,42.0,25.0,6.0,8.0,6.0,10.0,15.0,1962.0,72.0,763.0,4.0
2018-0301,Auckland,20180108,Hard,"Cuevas, Pablo",URU,"Daniel, Taro",JPN,6-3 6-2,3,R32,76.0,5.0,3.0,63.0,31.0,25.0,16.0,9.0,5.0,6.0,2.0,4.0,55.0,35.0,22.0,6.0,8.0,4.0,8.0,33.0,1370.0,98.0,579.0,4.0
2018-0314,Gstaad,20180723,Clay,"Bautista Agut, Roberto",ESP,"Daniel, Taro",JPN,7-5 6-1,3,QF,88.0,6.0,2.0,65.0,44.0,38.0,9.0,10.0,8.0,8.0,5.0,5.0,67.0,39.0,30.0,8.0,9.0,5.0,8.0,17.0,1940.0,88.0,668.0,4.0
2018-0429,Stockholm,20181015,Hard,"Lacko, Lukas",SVK,"Daniel, Taro",JPN,6-1 6-4,3,R32,67.0,2.0,2.0,50.0,24.0,22.0,14.0,9.0,1.0,2.0,0.0,1.0,55.0,43.0,24.0,6.0,8.0,6.0,10.0,81.0,697.0,69.0,773.0,2.0
2018-M006,Indian Wells Masters,20180305,Hard,"Mayer, Leonardo",ARG,"Daniel, Taro",JPN,6-4 6-1,3,R32,75.0,7.0,2.0,48.0,29.0,24.0,13.0,9.0,0.0,0.0,0.0,1.0,50.0,28.0,14.0,15.0,8.0,3.0,6.0,47.0,1044.0,109.0,539.0,6.0
2018-6242,Winston Salem,20180820,Hard,"Medvedev, Daniil",RUS,"Daniel, Taro",JPN,6-1 6-1,3,SF,64.0,5.0,1.0,39.0,23.0,19.0,10.0,7.0,1.0,1.0,0.0,5.0,52.0,22.0,11.0,11.0,7.0,7.0,12.0,57.0,952.0,76.0,750.0,5.0
2018-M-DC-2018-WG-M-ITA-JPN-01,Davis Cup WG R1: ITA vs JPN,20180202,Hard,"Fognini, Fabio",ITA,"Daniel, Taro",JPN,6-4 3-6 4-6 6-3 6-2,5,RR,236.0,13.0,12.0,172.0,92.0,62.0,33.0,23.0,17.0,25.0,5.0,10.0,150.0,77.0,48.0,30.0,23.0,12.0,22.0,22.0,1850.0,100.0,539.0,3.0
2018-540,Wimbledon,20180702,Grass,"Fognini, Fabio",ITA,"Daniel, Taro",JPN,3-6 6-3 6-3 6-3,5,R128,124.0,7.0,8.0,96.0,52.0,44.0,22.0,18.0,0.0,3.0,4.0,3.0,101.0,64.0,41.0,18.0,18.0,4.0,10.0,16.0,2030.0,87.0,668.0,3.0
2018-0328,Basel,20181022,Hard,"Seppi, Andreas",ITA,"Daniel, Taro",JPN,6-0 6-4,3,R32,63.0,2.0,1.0,43.0,26.0,19.0,11.0,8.0,0.0,1.0,1.0,1.0,52.0,35.0,17.0,7.0,8.0,4.0,9.0,43.0,1096.0,74.0,719.0,2.0
2018-0717,Houston,20180409,Clay,"Karlovic, Ivo",CRO,"Daniel, Taro",JPN,7-6(5) 6-4,3,R32,96.0,7.0,0.0,66.0,46.0,38.0,13.0,11.0,1.0,1.0,8.0,1.0,66.0,46.0,34.0,11.0,11.0,1.0,2.0,88.0,645.0,111.0,513.0,4.0
2018-580,Australian Open,20180115,Hard,"Benneteau, Julien",FRA,"Daniel, Taro",JPN,6-7(6) 7-6(0) 6-4 6-1,5,R128,207.0,8.0,5.0,132.0,90.0,68.0,17.0,20.0,5.0,9.0,14.0,2.0,160.0,104.0,59.0,29.0,21.0,10.0,18.0,59.0,855.0,96.0,585.0,2.0
2018-7650,Antalya,20180625,Grass,"Garcia Lopez, Guillermo",ESP,"Daniel, Taro",JPN,6-4 6-7(7) 6-4,3,R32,146.0,4.0,5.0,100.0,59.0,50.0,18.0,16.0,6.0,8.0,7.0,8.0,107.0,57.0,40.0,29.0,16.0,4.0,8.0,69.0,834.0,87.0,656.0,2.0
2018-0499,Delray Beach,20180219,Hard,"Raonic, Milos",CAN,"Daniel, Taro",JPN,6-1 7-5,3,R32,84.0,9.0,3.0,51.0,20.0,17.0,20.0,10.0,0.0,1.0,3.0,5.0,52.0,22.0,15.0,14.0,9.0,4.0,8.0,32.0,1400.0,105.0,539.0,6.0
2018-0319,Kitzbuhel,20180730,Clay,"Munar, Jaume",ESP,"Daniel, Taro",JPN,7-6(3) 6-3,3,QF,120.0,4.0,5.0,76.0,37.0,29.0,18.0,11.0,4.0,6.0,2.0,5.0,79.0,49.0,28.0,16.0,10.0,4.0,7.0,88.0,668.0,81.0,713.0,2.0
2018-560,Us Open,20180827,Hard,"De Minaur, Alex",AUS,"Tiafoe, Francis",USA,6-4 6-0 5-7 6-2,5,R64,159.0,11.0,4.0,109.0,61.0,45.0,26.0,18.0,6.0,9.0,10.0,9.0,110.0,68.0,46.0,12.0,18.0,6.0,14.0,45.0,1043.0,44.0,1055.0,4.0
2018-M020,Brisbane,20180101,Hard,"Ebden, Matthew",AUS,"Tiafoe, Francis",USA,6-3 6-2,3,R32,59.0,7.0,1.0,48.0,32.0,23.0,11.0,9.0,2.0,3.0,4.0,4.0,46.0,25.0,18.0,6.0,8.0,1.0,5.0,76.0,670.0,79.0,662.0,7.0
2018-5014,Shanghai Masters,20181008,Hard,"Ebden, Matthew",AUS,"Tiafoe, Francis",USA,3-6 6-4 6-3,3,R64,109.0,4.0,2.0,81.0,51.0,39.0,13.0,14.0,2.0,5.0,8.0,2.0,90.0,54.0,38.0,17.0,14.0,4.0,8.0,51.0,974.0,40.0,1115.0,2.0
2018-0421,Canada Masters,20180806,Hard,"Dimitrov, Grigor",BUL,"Tiafoe, Francis",USA,7-6(1) 3-6 7-6(4),3,R16,146.0,10.0,5.0,103.0,66.0,51.0,17.0,16.0,4.0,7.0,10.0,6.0,110.0,70.0,51.0,21.0,17.0,5.0,7.0,5.0,4610.0,41.0,1065.0,4.0
2018-M-DC-2018-WG-M-CRO-USA-01,Davis Cup WG SF: CRO vs USA,20180914,Clay,"Coric, Borna",CRO,"Tiafoe, Francis",USA,6-7(0) 6-1 6-7(11) 6-1 6-3,5,RR,246.0,9.0,4.0,152.0,90.0,67.0,36.0,24.0,6.0,9.0,10.0,5.0,153.0,95.0,59.0,25.0,23.0,8.0,17.0,18.0,1825.0,40.0,1090.0,2.0
2018-7485,Antwerp,20181015,Hard,"Lopez, Feliciano",ESP,"Tiafoe, Francis",USA,6-4 7-6(5),3,R32,88.0,18.0,0.0,70.0,50.0,37.0,13.0,11.0,0.0,0.0,11.0,3.0,72.0,52.0,37.0,13.0,11.0,6.0,7.0,70.0,770.0,45.0,1055.0,12.0
2018-M009,Rome Masters,20180514,Clay,"Berrettini, Matteo",ITA,"Tiafoe, Francis",USA,6-3 7-6(1),3,R64,98.0,7.0,1.0,76.0,46.0,37.0,15.0,11.0,2.0,2.0,3.0,0.0,73.0,47.0,34.0,12.0,10.0,3.0,4.0,103.0,594.0,63.0,848.0,4.0
2018-7696,Next Gen Finals,20181105,Hard,"Tsitsipas, Stefanos",GRE,"Tiafoe, Francis",USA,4-3(3) 4-3(5) 4-2,3,RR,70.0,6.0,1.0,58.0,41.0,33.0,12.0,9.0,2.0,2.0,7.0,1.0,53.0,35.0,28.0,12.0,9.0,0.0,1.0,15.0,2095.0,40.0,1080.0,5.0
2018-0322,Geneva,20180521,Clay,"Fucsovics, Marton",HUN,"Tiafoe, Francis",USA,7-6(5) 6-4,3,R16,89.0,8.0,1.0,74.0,39.0,26.0,23.0,11.0,4.0,6.0,6.0,0.0,64.0,41.0,28.0,13.0,11.0,0.0,3.0,60.0,884.0,61.0,883.0,5.0
2018-0424,New York,20180212,Hard,"Anderson, Kevin",RSA,"Tiafoe, Francis",USA,6-3 5-7 6-4,3,QF,124.0,16.0,0.0,92.0,64.0,50.0,16.0,16.0,2.0,3.0,7.0,5.0,87.0,50.0,41.0,18.0,15.0,5.0,7.0,11.0,2620.0,98.0,569.0,8.0
2018-M007,Miami Masters,20180319,Hard,"Anderson, Kevin",RSA,"Tiafoe, Francis",USA,7-6(3) 6-4,3,R16,100.0,9.0,4.0,79.0,42.0,33.0,17.0,11.0,7.0,9.0,4.0,1.0,62.0,40.0,27.0,12.0,11.0,3.0,6.0,8.0,3235.0,63.0,844.0,5.0
2018-0329,Tokyo,20181001,Hard,"Anderson, Kevin",RSA,"Tiafoe, Francis",USA,6-3 3-6 6-2,3,R16,128.0,18.0,2.0,73.0,49.0,39.0,13.0,13.0,1.0,2.0,9.0,5.0,112.0,61.0,39.0,25.0,13.0,10.0,13.0,9.0,3595.0,41.0,1090.0,8.0
2018-M-DC-2018-WG-M-CRO-USA-01,Davis Cup WG SF: CRO vs USA,20180914,Clay,"Cilic, Marin",CRO,"Tiafoe, Francis",USA,6-1 6-3 7-6(5),5,RR,134.0,13.0,1.0,91.0,60.0,52.0,14.0,14.0,1.0,2.0,9.0,4.0,89.0,58.0,34.0,16.0,14.0,3.0,8.0,6.0,4715.0,40.0,1090.0,6.0
2018-M024,Cincinnati Masters,20180813,Hard,"Shapovalov, Denis",CAN,"Tiafoe, Francis",USA,7-6(6) 3-6 7-5,3,R64,139.0,10.0,13.0,102.0,54.0,44.0,23.0,16.0,5.0,9.0,5.0,1.0,99.0,55.0,36.0,28.0,17.0,5.0,9.0,32.0,1305.0,38.0,1145.0,4.0
2018-540,Wimbledon,20180702,Grass,"Khachanov, Karen",RUS,"Tiafoe, Francis",USA,4-6 4-6 7-6(3) 6-2 6-1,5,R32,177.0,33.0,9.0,137.0,94.0,76.0,20.0,23.0,3.0,5.0,11.0,10.0,161.0,92.0,67.0,30.0,25.0,7.0,12.0,40.0,1130.0,52.0,985.0,11.0
2018-7290,Estoril,20180430,Clay,"Sousa, Joao",POR,"Tiafoe, Francis",USA,6-4 6-4,3,F,79.0,4.0,0.0,57.0,34.0,26.0,12.0,10.0,4.0,6.0,3.0,5.0,55.0,34.0,25.0,9.0,10.0,6.0,10.0,68.0,805.0,64.0,823.0,3.0
2018-0717,Houston,20180409,Clay,"Johnson, Steve",USA,"Tiafoe, Francis",USA,6-3 6-4,3,R16,77.0,12.0,4.0,67.0,35.0,25.0,19.0,10.0,6.0,7.0,4.0,1.0,52.0,31.0,21.0,10.0,9.0,2.0,5.0,51.0,975.0,58.0,893.0,9.0
2018-580,Australian Open,20180115,Hard,"Del Potro, Juan Martin",ARG,"Tiafoe, Francis",USA,6-3 6-4 6-3,5,R128,134.0,14.0,1.0,86.0,61.0,51.0,10.0,14.0,4.0,4.0,9.0,2.0,91.0,46.0,32.0,21.0,14.0,3.0,7.0,10.0,2725.0,81.0,656.0,6.0
2018-6116,Atlanta,20180723,Hard,"Baghdatis, Marcos",CYP,"Tiafoe, Francis",USA,7-5 6-1,3,R16,77.0,6.0,1.0,55.0,36.0,28.0,9.0,9.0,3.0,4.0,3.0,9.0,69.0,36.0,23.0,12.0,10.0,8.0,13.0,95.0,599.0,42.0,1030.0,5.0
2018-0352,Paris Masters,20181029,Hard,"Zverev, Alexander",GER,"Tiafoe, Francis",USA,6-4 6-4,3,R32,104.0,4.0,5.0,72.0,36.0,28.0,17.0,10.0,8.0,10.0,4.0,4.0,76.0,40.0,26.0,16.0,10.0,9.0,13.0,5.0,5115.0,44.0,1055.0,2.0
2018-M035,Washington,20180730,Hard,"Goffin, David",BEL,"Tiafoe, Francis",USA,6-0 6-3,3,R16,77.0,0.0,0.0,49.0,30.0,22.0,12.0,8.0,0.0,0.0,1.0,3.0,41.0,23.0,13.0,6.0,7.0,0.0,4.0,11.0,3120.0,41.0,1040.0,0.0
2018-520,Roland Garros,20180528,Clay,"Querrey, Sam",USA,"Tiafoe, Francis",USA,6-1 6-2 7-6(6),5,R128,110.0,11.0,3.0,95.0,52.0,42.0,23.0,14.0,6.0,6.0,6.0,5.0,82.0,41.0,25.0,22.0,13.0,3.0,7.0,15.0,2095.0,58.0,903.0,6.0
2018-0311,London,20180618,Grass,"Chardy, Jeremy",FRA,"Tiafoe, Francis",USA,6-4 6-4,3,QF,84.0,8.0,2.0,70.0,49.0,38.0,11.0,10.0,9.0,9.0,9.0,3.0,64.0,43.0,31.0,11.0,10.0,7.0,9.0,61.0,910.0,62.0,903.0,6.0
2018-0337,Vienna,20181022,Hard,"Nishikori, Kei",JPN,"Tiafoe, Francis",USA,7-6(3) 5-7 6-2,3,R32,128.0,9.0,3.0,95.0,60.0,45.0,21.0,16.0,3.0,5.0,10.0,0.0,87.0,54.0,40.0,18.0,16.0,4.0,7.0,11.0,2910.0,45.0,1055.0,4.0
2018-M006,Indian Wells Masters,20180305,Hard,"Escobedo, Ernesto",USA,"Tiafoe, Francis",USA,7-5 6-3,3,R128,82.0,5.0,1.0,62.0,30.0,21.0,21.0,11.0,1.0,2.0,5.0,0.0,55.0,33.0,23.0,10.0,10.0,2.0,5.0,117.0,481.0,64.0,844.0,4.0
2018-7696,Next Gen Finals,20181105,Hard,"Munar, Jaume",ESP,"Tiafoe, Francis",USA,4-1 4-3(3) 4-1,3,RR,56.0,7.0,1.0,46.0,27.0,25.0,16.0,9.0,2.0,2.0,6.0,3.0,46.0,29.0,21.0,6.0,7.0,2.0,4.0,76.0,703.0,40.0,1080.0,8.0
2018-7696,Next Gen Finals,20181105,Hard,"De Minaur, Alex",AUS,"Caruana, Liam",USA,4-1 4-1 4-2,3,RR,55.0,6.0,1.0,46.0,30.0,23.0,9.0,8.0,2.0,2.0,1.0,3.0,49.0,32.0,20.0,4.0,8.0,6.0,10.0,31.0,1298.0,622.0,45.0,7.0
2018-7696,Next Gen Finals,20181105,Hard,"Rublev, Andrey",RUS,"Caruana, Liam",USA,4-3(7) 4-1 4-2,3,RR,62.0,9.0,2.0,57.0,39.0,33.0,6.0,9.0,2.0,3.0,6.0,1.0,53.0,39.0,28.0,4.0,8.0,2.0,5.0,68.0,760.0,622.0,45.0,9.0
2018-0301,Auckland,20180108,Hard,"Johnson, Steve",USA,"Caruana, Liam",USA,7-5 7-6(4),3,R32,104.0,12.0,1.0,78.0,43.0,34.0,22.0,12.0,4.0,5.0,7.0,1.0,78.0,40.0,31.0,20.0,12.0,2.0,4.0,46.0,1055.0,397.0,100.0,7.0
2018-7696,Next Gen Finals,20181105,Hard,"Fritz, Taylor Harry",USA,"Caruana, Liam",USA,1-4 4-1 4-3(9) 4-2,3,RR,81.0,8.0,1.0,67.0,45.0,36.0,13.0,11.0,0.0,1.0,7.0,4.0,69.0,42.0,33.0,13.0,11.0,4.0,6.0,47.0,987.0,622.0,45.0,6.0
2018-7696,Next Gen Finals,20181105,Hard,"De Minaur, Alex",AUS,"Munar, Jaume",ESP,3-4(5) 4-1 4-1 3-4(4) 4-2,3,SF,120.0,10.0,2.0,86.0,62.0,47.0,15.0,14.0,5.0,5.0,2.0,0.0,94.0,60.0,43.0,15.0,14.0,13.0,17.0,31.0,1298.0,76.0,703.0,5.0
2018-7696,Next Gen Finals,20181105,Hard,"Rublev, Andrey",RUS,"Munar, Jaume",ESP,1-4 4-3(4) 2-4 4-2 4-3(3),3,BR,107.0,10.0,7.0,86.0,52.0,44.0,14.0,14.0,5.0,8.0,15.0,0.0,95.0,68.0,48.0,16.0,15.0,10.0,12.0,68.0,760.0,76.0,703.0,6.0
2018-580,Australian Open,20180115,Hard,"Monfils, Gael",FRA,"Munar, Jaume",ESP,6-3 7-6(5) 6-4,5,R128,121.0,13.0,13.0,94.0,50.0,38.0,21.0,16.0,2.0,6.0,6.0,5.0,88.0,54.0,33.0,14.0,15.0,3.0,9.0,39.0,1265.0,187.0,275.0,6.0
2018-7696,Next Gen Finals,20181105,Hard,"Tsitsipas, Stefanos",GRE,"Munar, Jaume",ESP,4-3(5) 4-3(3) 3-4(4) 4-2,3,RR,112.0,5.0,2.0,80.0,46.0,36.0,19.0,12.0,1.0,2.0,6.0,0.0,88.0,54.0,38.0,15.0,12.0,6.0,8.0,15.0,2095.0,76.0,703.0,3.0
2018-0425,Barcelona,20180423,Clay,"Thiem, Dominic",AUT,"Munar, Jaume",ESP,7-6(8) 6-1,3,R32,89.0,9.0,4.0,61.0,42.0,37.0,10.0,10.0,0.0,1.0,0.0,2.0,73.0,55.0,35.0,7.0,9.0,2.0,5.0,7.0,3755.0,174.0,322.0,6.0
2018-0314,Gstaad,20180723,Clay,"Bautista Agut, Roberto",ESP,"Munar, Jaume",ESP,2-6 6-3 6-2,3,R16,102.0,5.0,7.0,79.0,51.0,37.0,14.0,13.0,2.0,4.0,2.0,3.0,76.0,43.0,31.0,15.0,12.0,4.0,7.0,17.0,1940.0,89.0,654.0,3.0
2018-6242,Winston Salem,20180820,Hard,"Johnson, Steve",USA,"Munar, Jaume",ESP,6-4 6-4,3,R16,84.0,5.0,2.0,55.0,30.0,25.0,17.0,10.0,0.0,0.0,4.0,4.0,64.0,43.0,32.0,7.0,10.0,2.0,4.0,34.0,1235.0,85.0,656.0,4.0
2018-7485,Antwerp,20181015,Hard,"Vesely, Jiri",CZE,"Munar, Jaume",ESP,6-4 6-4,3,R32,83.0,12.0,2.0,54.0,41.0,32.0,10.0,10.0,1.0,1.0,2.0,2.0,65.0,44.0,29.0,12.0,10.0,6.0,8.0,93.0,600.0,80.0,698.0,9.0
2018-560,Us Open,20180827,Hard,"Schwartzman, Diego Sebastian",ARG,"Munar, Jaume",ESP,6-2 6-0 5-7 6-2,5,R64,171.0,3.0,10.0,114.0,74.0,52.0,19.0,17.0,8.0,11.0,2.0,11.0,118.0,66.0,41.0,17.0,17.0,14.0,23.0,13.0,2380.0,85.0,670.0,1.0
2018-0316,Bastad,20180716,Clay,"Ruud, Casper",NOR,"Munar, Jaume",ESP,6-7(7) 6-4 6-0,3,R32,158.0,11.0,4.0,100.0,74.0,54.0,13.0,14.0,6.0,7.0,5.0,4.0,120.0,76.0,45.0,24.0,14.0,13.0,18.0,147.0,382.0,90.0,654.0,4.0
2018-520,Roland Garros,20180528,Clay,"Djokovic, Novak",SRB,"Munar, Jaume",ESP,7-6(1) 6-4 6-4,5,R64,138.0,3.0,5.0,99.0,69.0,49.0,18.0,16.0,4.0,7.0,3.0,3.0,94.0,58.0,38.0,16.0,16.0,2.0,7.0,22.0,1665.0,155.0,356.0,1.0
2018-7696,Next Gen Finals,20181105,Hard,"Hurkacz, Hubert",POL,"Munar, Jaume",ESP,4-2 4-2 2-4 3-4(5) 4-1,3,RR,123.0,5.0,3.0,80.0,53.0,38.0,13.0,14.0,6.0,9.0,8.0,1.0,98.0,63.0,43.0,15.0,15.0,6.0,12.0,85.0,658.0,76.0,703.0,2.0
2018-0319,Kitzbuhel,20180730,Clay,"Klizan, Martin",SVK,"Munar, Jaume",ESP,7-6(3) 6-3,3,SF,101.0,2.0,2.0,71.0,53.0,37.0,9.0,10.0,6.0,7.0,3.0,3.0,64.0,40.0,26.0,11.0,11.0,1.0,4.0,112.0,491.0,88.0,668.0,1.0
2018-0341,Metz,20180917,Hard,"Bachinger, Matthias",GER,"Munar, Jaume",ESP,6-4 6-4,3,R32,83.0,6.0,0.0,79.0,54.0,37.0,14.0,10.0,10.0,11.0,6.0,2.0,63.0,43.0,32.0,8.0,10.0,4.0,7.0,166.0,340.0,82.0,698.0,4.0
2018-M020,Brisbane,20180101,Hard,"Mmoh, Michael",USA,"Zverev, Mischa",GER,6-2 5-7 6-4,3,R16,152.0,12.0,3.0,111.0,67.0,48.0,22.0,15.0,6.0,8.0,11.0,3.0,83.0,50.0,37.0,17.0,15.0,4.0,8.0,175.0,299.0,33.0,1302.0,5.0
2018-580,Australian Open,20180115,Hard,"Chung, Hyeon",KOR,"Zverev, Mischa",GER,6-2 4-1 RET,5,R128,48.0,3.0,2.0,35.0,21.0,17.0,9.0,6.0,3.0,3.0,1.0,3.0,45.0,33.0,15.0,6.0,7.0,2.0,6.0,58.0,857.0,35.0,1302.0,4.0
2018-M024,Cincinnati Masters,20180813,Hard,"Dimitrov, Grigor",BUL,"Zverev, Mischa",GER,7-6(5) 7-5,3,R32,99.0,8.0,1.0,75.0,50.0,36.0,16.0,12.0,0.0,1.0,5.0,7.0,84.0,46.0,36.0,17.0,12.0,6.0,8.0,5.0,4700.0,44.0,1030.0,5.0
2018-0322,Geneva,20180521,Clay,"Basic, Mirza",BIH,"Zverev, Mischa",GER,5-7 6-3 6-4,3,R32,113.0,5.0,0.0,97.0,59.0,46.0,22.0,16.0,3.0,4.0,8.0,1.0,79.0,48.0,35.0,24.0,15.0,2.0,4.0,82.0,697.0,52.0,1012.0,3.0
